Statistical profiling result from isolate-0x103001400-v8.log, (6927120 ticks, 766593 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    474    0.1%    0.0%  T v8::internal::JSFunction::GetLength(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSFunction>)
    465    0.1%    0.0%  t _mvm_allocate_pages
    465    0.1%    0.0%  T v8::internal::Runtime_StringBuilderConcat(int, v8::internal::Object**, v8::internal::Isolate*)
    433    0.1%    0.0%  T _pthread_setschedparam
    431    0.1%    0.0%  T _os_unfair_lock_lock_no_tsd_4libpthread
    405    0.1%    0.0%  t __pthread_mutex_lock_wait
    398    0.1%    0.0%  T _pthread_getname_np
    391    0.1%    0.0%  T _uv_fs_write
    374    0.1%    0.0%  t _insert_node
    370    0.1%    0.0%  t sha1_block_data_order_avx2
    363    0.1%    0.0%  t _tiny_malloc_from_free_list
    357    0.1%    0.0%  T v8::HandleScope::Initialize(v8::Isolate*)
    353    0.1%    0.0%  T _malloc
    351    0.1%    0.0%  T v8::internal::Runtime_IsConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
    333    0.1%    0.0%  T v8::internal::Builtin_ArrayConcat(int, v8::internal::Object**, v8::internal::Isolate*)
    324    0.1%    0.0%  T v8::internal::JSFunction::GetName(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSFunction>)
    293    0.1%    0.0%  T _os_unfair_lock_unlock_4Libc
    290    0.1%    0.0%  T v8::Object::Get(unsigned int)
    279    0.1%    0.0%  T v8::ArrayBufferView::ByteOffset()
    271    0.1%    0.0%  T v8::internal::JSTypedArray::MaterializeArrayBuffer(v8::internal::Handle<v8::internal::JSTypedArray>)
    263    0.1%    0.0%  t int v8::internal::BinarySearch<(v8::internal::SearchMode)1, v8::internal::DescriptorArray>(v8::internal::DescriptorArray*, v8::internal::Name*, int, int*)
    262    0.1%    0.0%  t std::__1::__hash_table<v8::internal::JSArrayBuffer*, std::__1::hash<v8::internal::JSArrayBuffer*>, std::__1::equal_to<v8::internal::JSArrayBuffer*>, std::__1::allocator<v8::internal::JSArrayBuffer*> >::__insert_unique(v8::internal::JSArrayBuffer* const&)
    252    0.1%    0.0%  t void v8::internal::String::WriteToFlat<unsigned short>(v8::internal::String*, unsigned short*, int, int)
    248    0.1%    0.0%  t __malloc_initialize
    246    0.1%    0.0%  T node::AsyncWrap::AsyncWrap(node::Environment*, v8::Local<v8::Object>, node::AsyncWrap::ProviderType, double)
    243    0.1%    0.0%  t _post
    228    0.1%    0.0%  T v8::internal::Runtime_Interrupt(int, v8::internal::Object**, v8::internal::Isolate*)
    226    0.1%    0.0%  T node::StringBytes::GetExternalParts(v8::Local<v8::Value>, char const**, unsigned long*)
    224    0.1%    0.0%  T v8::internal::Logger::ApiEntryCall(char const*)
    223    0.1%    0.0%  T v8::internal::LookupIterator::PropertyOrElement(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, bool*, v8::internal::LookupIterator::Configuration)
    218    0.1%    0.0%  T v8::Object::Set(v8::Local<v8::Context>, v8::Local<v8::Value>, v8::Local<v8::Value>)
    217    0.1%    0.0%  T v8::internal::ThreadId::GetCurrentThreadId()
    216    0.1%    0.0%  T v8::Locker::IsActive()
    209    0.1%    0.0%  T _uv_cond_signal
    208    0.1%    0.0%  T void v8::internal::LookupIterator::Start<true>()
    200    0.1%    0.0%  t node::Buffer::(anonymous namespace)::ByteLengthUtf8(v8::FunctionCallbackInfo<v8::Value> const&)
    190    0.0%    0.0%  T v8::ArrayBufferView::Buffer()
    184    0.0%    0.0%  T v8::internal::Runtime_StringToNumber(int, v8::internal::Object**, v8::internal::Isolate*)
    183    0.0%    0.0%  T _pthread_mutex_destroy
    173    0.0%    0.0%  T v8::Object::SetAlignedPointerInInternalField(int, void*)
    167    0.0%    0.0%  t void v8::internal::LookupIterator::NextInternal<false>(v8::internal::Map*, v8::internal::JSReceiver*)
    166    0.0%    0.0%  T v8::Value::IsObject() const
    165    0.0%    0.0%  T v8::internal::TransitionsAccessor::SearchTransition(v8::internal::Name*, v8::internal::PropertyKind, v8::internal::PropertyAttributes)
    165    0.0%    0.0%  T v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
    163    0.0%    0.0%  T v8::Value::IsSet() const
    162    0.0%    0.0%  T v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
    162    0.0%    0.0%  T node::AsyncWrap::EmitAsyncInit__New(node::Environment*, v8::Local<v8::Object>, v8::Local<v8::String>, double, double)
    161    0.0%    0.0%  T v8::internal::Factory::NewRawOneByteString(int, v8::internal::PretenureFlag)
    159    0.0%    0.0%  t v8::internal::JSObject::WriteToField(int, v8::internal::PropertyDetails, v8::internal::Object*)
    157    0.0%    0.0%  t ___vfwscanf
    148    0.0%    0.0%  T v8::String::Utf8Length() const
    147    0.0%    0.0%  t v8::internal::GlobalHandles::Node::Release()
    147    0.0%    0.0%  t node::Buffer::(anonymous namespace)::Copy(v8::FunctionCallbackInfo<v8::Value> const&)
    145    0.0%    0.0%  T v8::Value::IntegerValue() const
    145    0.0%    0.0%  T _os_unfair_lock_lock_with_options_4Libc
    144    0.0%    0.0%  T v8::internal::Runtime_AllocateInNewSpace(int, v8::internal::Object**, v8::internal::Isolate*)
    141    0.0%    0.0%  T _aesni_ctr32_encrypt_blocks
    139    0.0%    0.0%  T v8::internal::Log::MessageBuilder::Append(char const*, ...)
    139    0.0%    0.0%  T v8::internal::JSObject::GetHeaderSize(v8::internal::InstanceType)
    137    0.0%    0.0%  T v8::internal::Map::TransitionToDataProperty(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::PropertyConstness, v8::internal::Object::StoreFromKeyed, bool*)
    135    0.0%    0.0%  T v8::Value::ToString(v8::Local<v8::Context>) const
    134    0.0%    0.0%  T v8::Object::InternalFieldCount()
    130    0.0%    0.0%  T _os_unfair_lock_trylock
    123    0.0%    0.0%  T v8::internal::TransitionsAccessor::Initialize()
    119    0.0%    0.0%  T v8::internal::Heap::CopyJSObject(v8::internal::JSObject*, v8::internal::AllocationSite*)
    118    0.0%    0.0%  T v8::internal::AllocationResult v8::internal::Heap::CopyArrayAndGrow<v8::internal::PropertyArray>(v8::internal::PropertyArray*, int, v8::internal::PretenureFlag)
    117    0.0%    0.0%  t node::MaybeStackBuffer<uv_buf_t, 1024ul>::AllocateSufficientStorage(unsigned long)
    114    0.0%    0.0%  T v8::internal::Accessors::FunctionNameGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
    113    0.0%    0.0%  T v8::internal::GlobalHandles::ClearWeakness(v8::internal::Object**)
    108    0.0%    0.0%  T void node::StreamBase::JSMethod<node::TLSWrap, &(node::StreamBase::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
    106    0.0%    0.0%  T v8::Value::Int32Value() const
    105    0.0%    0.0%  T v8::internal::Runtime_ShrinkPropertyDictionary(int, v8::internal::Object**, v8::internal::Isolate*)
    105    0.0%    0.0%  T node::StreamBase::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&)
     98    0.0%    0.0%  t v8::internal::LookupIterator::LookupIterator(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Name>, v8::internal::LookupIterator::Configuration)
     97    0.0%    0.0%  T v8::internal::Heap::AllocateRawOneByteString(int, v8::internal::PretenureFlag)
     96    0.0%    0.0%  T _gcm_ghash_avx
     96    0.0%    0.0%  T _OPENSSL_cleanse
     93    0.0%    0.0%  t _uv__write
     93    0.0%    0.0%  T v8::internal::Runtime_NewClosure_Tenured(int, v8::internal::Object**, v8::internal::Isolate*)
     90    0.0%    0.0%  T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
     90    0.0%    0.0%  T v8::internal::LookupIterator::PrepareForDataProperty(v8::internal::Handle<v8::internal::Object>)
     90    0.0%    0.0%  T v8::internal::LookupIterator::ApplyTransitionToDataProperty(v8::internal::Handle<v8::internal::JSObject>)
     90    0.0%    0.0%  T _tls1_enc
     89    0.0%    0.0%  T v8::internal::Builtin_ArrayPop(int, v8::internal::Object**, v8::internal::Isolate*)
     88    0.0%    0.0%  T v8::Value::ToObject(v8::Isolate*) const
     88    0.0%    0.0%  T _ssl3_write
     87    0.0%    0.0%  t v8::(anonymous namespace)::CallDepthScope<false>::CallDepthScope(v8::internal::Isolate*, v8::Local<v8::Context>)
     87    0.0%    0.0%  T v8::internal::Object::SetPropertyInternal(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode, v8::internal::Object::StoreFromKeyed, bool*)
     86    0.0%    0.0%  t v8::internal::(anonymous namespace)::UpdateDescriptorForValue(v8::internal::Handle<v8::internal::Map>, int, v8::internal::PropertyConstness, v8::internal::Handle<v8::internal::Object>)
     86    0.0%    0.0%  T _ssleay_rand_bytes
     85    0.0%    0.0%  T v8::internal::Object::AddDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::ShouldThrow, v8::internal::Object::StoreFromKeyed)
     85    0.0%    0.0%  T _pthread_get_stacksize_np
     84    0.0%    0.0%  t ___vfprintf
     84    0.0%    0.0%  T v8::Value::Uint32Value() const
     82    0.0%    0.0%  T v8::internal::TransitionsAccessor::GetPrototypeTransition(v8::internal::Handle<v8::internal::Object>)
     82    0.0%    0.0%  T v8::internal::JSReceiver::SetProperties(v8::internal::HeapObject*)
     82    0.0%    0.0%  T _aesni_encrypt
     81    0.0%    0.0%  T v8::internal::LookupIterator::PrepareTransitionToDataProperty(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::StoreFromKeyed)
     77    0.0%    0.0%  T v8::internal::Isolate::RunMicrotasksInternal()
     77    0.0%    0.0%  T v8::V8::GlobalizeReference(v8::internal::Isolate*, v8::internal::Object**)
     76    0.0%    0.0%  t _do_ssl3_write
     76    0.0%    0.0%  t _aes_gcm_cipher
     73    0.0%    0.0%  t v8::internal::(anonymous namespace)::Invoke(v8::internal::Isolate*, bool, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*, v8::internal::Handle<v8::internal::Object>, v8::internal::Execution::MessageHandling)
     73    0.0%    0.0%  T v8::internal::Runtime_NotifyDeoptimized(int, v8::internal::Object**, v8::internal::Isolate*)
     72    0.0%    0.0%  T v8::internal::LookupIterator::FetchValue() const
     72    0.0%    0.0%  T _ssl3_write_bytes
     72    0.0%    0.0%  T __pthread_qos_class_decode
     71    0.0%    0.0%  t node::crypto::crypto_lock_cb(int, int, char const*, int)
     71    0.0%    0.0%  T v8::String::IsExternal() const
     71    0.0%    0.0%  T _uv_queue_work
     69    0.0%    0.0%  T v8::internal::Factory::NewJSTypedArray(v8::internal::ExternalArrayType, v8::internal::Handle<v8::internal::JSArrayBuffer>, unsigned long, unsigned long, v8::internal::PretenureFlag)
     69    0.0%    0.0%  T v8::HandleScope::~HandleScope()
     68    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::Get(v8::internal::Handle<v8::internal::JSObject>, unsigned int)
     68    0.0%    0.0%  t _aes_gcm_ctrl
     68    0.0%    0.0%  T _SSL_write
     67    0.0%    0.0%  T v8::internal::Accessors::FunctionLengthGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
     67    0.0%    0.0%  T node::Buffer::Length(v8::Local<v8::Object>)
     66    0.0%    0.0%  t _getrn
     66    0.0%    0.0%  T v8::internal::JSObject::SetPrototype(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Object>, bool, v8::internal::Object::ShouldThrow)
     66    0.0%    0.0%  T v8::internal::Heap::RegisterNewArrayBuffer(v8::internal::JSArrayBuffer*)
     66    0.0%    0.0%  T _mach_port_mod_refs
     64    0.0%    0.0%  T v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
     64    0.0%    0.0%  T v8::internal::JSObject::GetElementsAccessor()
     63    0.0%    0.0%  t node::util::IsSet(v8::FunctionCallbackInfo<v8::Value> const&)
     63    0.0%    0.0%  T v8::Value::ToObject(v8::Local<v8::Context>) const
     63    0.0%    0.0%  T v8::Value::IsMap() const
     63    0.0%    0.0%  T node::TLSWrap::EncOut()
     60    0.0%    0.0%  T _CRYPTO_gcm128_encrypt_ctr32
     59    0.0%    0.0%  T v8::Object::Set(v8::Local<v8::Value>, v8::Local<v8::Value>)
     59    0.0%    0.0%  T v8::Isolate::GetCurrent()
     59    0.0%    0.0%  T _sha1_block_data_order
     59    0.0%    0.0%  T _EVP_DigestInit_ex
     58    0.0%    0.0%  T _gcm_gmult_clmul
     56    0.0%    0.0%  t _ssleay_rand_status
     54    0.0%    0.0%  T v8::String::IsExternalOneByte() const
     53    0.0%    0.0%  T v8::Function::NewInstance(v8::Local<v8::Context>, int, v8::Local<v8::Value>*) const
     53    0.0%    0.0%  T _ssl3_setup_write_buffer
     52    0.0%    0.0%  t v8::internal::PrototypeIterator::Advance()
     52    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::GetEntryForIndex(v8::internal::Isolate*, v8::internal::JSObject*, v8::internal::FixedArrayBase*, unsigned int)
     52    0.0%    0.0%  T v8::internal::Factory::NewJSTypedArray(v8::internal::ExternalArrayType, v8::internal::PretenureFlag)
     52    0.0%    0.0%  T node::TLSWrap::ClearIn()
     50    0.0%    0.0%  T v8::internal::LookupIterator::WriteDataValue(v8::internal::Handle<v8::internal::Object>, bool)
     49    0.0%    0.0%  T node::crypto::RandomBytes(v8::FunctionCallbackInfo<v8::Value> const&)
     47    0.0%    0.0%  t node::util::IsMap(v8::FunctionCallbackInfo<v8::Value> const&)
     47    0.0%    0.0%  t __pthread_mutex_check_init_slow
     47    0.0%    0.0%  T v8::internal::ApiNatives::InstantiateObject(v8::internal::Handle<v8::internal::ObjectTemplateInfo>, v8::internal::Handle<v8::internal::JSReceiver>)
     47    0.0%    0.0%  T v8::Value::IsNumber() const
     47    0.0%    0.0%  T ___fork
     47    0.0%    0.0%  T _CRYPTO_lock
     46    0.0%    0.0%  T v8::internal::Object::GetProperty(v8::internal::LookupIterator*)
     45    0.0%    0.0%  t _szone_pressure_relief
     45    0.0%    0.0%  T node::Buffer::Length(v8::Local<v8::Value>)
     44    0.0%    0.0%  T _aesni_gcm_encrypt
     43    0.0%    0.0%  T node::crypto::RandomBytesCheck(node::crypto::RandomBytesRequest*, v8::Local<v8::Value> (*) [2])
     43    0.0%    0.0%  T node::crypto::NodeBIO::TryAllocateForWrite(unsigned long)
     43    0.0%    0.0%  T _SHA1_Update
     42    0.0%    0.0%  T node::LibuvStreamWrap::UpdateWriteQueueSize()
     42    0.0%    0.0%  T _uv_write2
     42    0.0%    0.0%  T _BIO_write
     41    0.0%    0.0%  T _uv_mutex_unlock
     41    0.0%    0.0%  T _os_unfair_lock_assert_owner
     40    0.0%    0.0%  t v8::internal::MaybeHandle<v8::internal::Object> v8::internal::(anonymous namespace)::HandleApiCallHelper<true>(v8::internal::Isolate*, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::FunctionTemplateInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::BuiltinArguments)
     40    0.0%    0.0%  t v8::(anonymous namespace)::CallDepthScope<true>::CallDepthScope(v8::internal::Isolate*, v8::Local<v8::Context>)
     40    0.0%    0.0%  t _uv__work_submit
     39    0.0%    0.0%  T v8::HandleScope::CreateHandle(v8::internal::HeapObject*, v8::internal::Object*)
     38    0.0%    0.0%  t v8::internal::(anonymous namespace)::InstantiateObject(v8::internal::Isolate*, v8::internal::Handle<v8::internal::ObjectTemplateInfo>, v8::internal::Handle<v8::internal::JSReceiver>, bool, bool)
     38    0.0%    0.0%  t _freelist_extract
     38    0.0%    0.0%  T v8::internal::Object::SetProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode, v8::internal::Object::StoreFromKeyed)
     38    0.0%    0.0%  T v8::internal::Heap::InitializeJSObjectFromMap(v8::internal::JSObject*, v8::internal::Object*, v8::internal::Map*)
     38    0.0%    0.0%  T v8::internal::Factory::NewJSArrayBuffer(v8::internal::SharedFlag, v8::internal::PretenureFlag)
     38    0.0%    0.0%  T node::TLSWrap::DoWrite(node::WriteWrap*, uv_buf_t*, unsigned long, uv_stream_s*)
     36    0.0%    0.0%  t _szone_batch_free
     36    0.0%    0.0%  T _os_unfair_lock_assert_not_owner
     35    0.0%    0.0%  t v8::internal::(anonymous namespace)::SetupArrayBufferView(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSArrayBufferView>, v8::internal::Handle<v8::internal::JSArrayBuffer>, unsigned long, unsigned long, v8::internal::PretenureFlag)
     35    0.0%    0.0%  T non-virtual thunk to node::TLSWrap::IsAlive()
     35    0.0%    0.0%  T non-virtual thunk to node::TLSWrap::Error() const
     35    0.0%    0.0%  T _malloc_zone_malloc
     34    0.0%    0.0%  T v8::internal::Builtin_ArrayBufferIsView(int, v8::internal::Object**, v8::internal::Isolate*)
     33    0.0%    0.0%  T node::Buffer::Data(v8::Local<v8::Value>)
     33    0.0%    0.0%  T _uv_check_start
     32    0.0%    0.0%  T v8::internal::Factory::CopyPropertyArrayAndGrow(v8::internal::Handle<v8::internal::PropertyArray>, int, v8::internal::PretenureFlag)
     32    0.0%    0.0%  T node::Buffer::Data(v8::Local<v8::Object>)
     32    0.0%    0.0%  T node::AsyncWrap::EmitTraceEventDestroy()
     32    0.0%    0.0%  T _CRYPTO_gcm128_encrypt
     31    0.0%    0.0%  t v8::internal::(anonymous namespace)::ProbeInstantiationsCache(v8::internal::Isolate*, int, v8::internal::(anonymous namespace)::CachingMode)
     31    0.0%    0.0%  T v8::internal::Runtime_InterpreterNewClosure(int, v8::internal::Object**, v8::internal::Isolate*)
     31    0.0%    0.0%  T v8::internal::Heap::AllocateJSObjectFromMap(v8::internal::Map*, v8::internal::PretenureFlag, v8::internal::AllocationSite*)
     30    0.0%    0.0%  T v8::internal::Isolate::RunMicrotasks()
     30    0.0%    0.0%  T _gcm_gmult_avx
     29    0.0%    0.0%  t node::WriteWrap::WriteWrap(node::Environment*, v8::Local<v8::Object>, node::StreamBase*, void (*)(node::WriteWrap*, int), unsigned long)
     28    0.0%    0.0%  t v8::internal::Factory::NewNumberFromSize(unsigned long, v8::internal::PretenureFlag)
     28    0.0%    0.0%  t _update_cache_for_file_streams
     28    0.0%    0.0%  t _err_fns_check
     28    0.0%    0.0%  t __platform_memmove$VARIANT$Base
     28    0.0%    0.0%  T v8::internal::Runtime::SetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode)
     28    0.0%    0.0%  T v8::ObjectTemplate::NewInstance(v8::Local<v8::Context>)
     27    0.0%    0.0%  T v8::internal::Runtime_DefineDataPropertyInLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
     27    0.0%    0.0%  T v8::Object::SetPrototype(v8::Local<v8::Context>, v8::Local<v8::Value>)
     27    0.0%    0.0%  T _uv_idle_start
     27    0.0%    0.0%  T _CRYPTO_THREADID_current
     26    0.0%    0.0%  t node::LibuvStreamWrap::Initialize(v8::Local<v8::Object>, v8::Local<v8::Value>, v8::Local<v8::Context>)::$_0::__invoke(v8::FunctionCallbackInfo<v8::Value> const&)
     26    0.0%    0.0%  T v8::internal::Runtime_AllocateInTargetSpace(int, v8::internal::Object**, v8::internal::Isolate*)
     26    0.0%    0.0%  T node::crypto::NodeBIO::Ctrl(bio_st*, int, long, void*)
     26    0.0%    0.0%  T _mach_msg_server_once
     25    0.0%    0.0%  t ___printf_render_pct
     25    0.0%    0.0%  T v8::internal::Runtime_ToString(int, v8::internal::Object**, v8::internal::Isolate*)
     25    0.0%    0.0%  T v8::Array::Length() const
     25    0.0%    0.0%  T node::TLSWrap::UpdateWriteQueueSize(unsigned int)
     25    0.0%    0.0%  T __pthread_exit_if_canceled
     24    0.0%    0.0%  T v8::Value::IsArray() const
     24    0.0%    0.0%  T v8::Integer::NewFromUnsigned(v8::Isolate*, unsigned int)
     24    0.0%    0.0%  T node::LibuvStreamWrap::DoWrite(node::WriteWrap*, uv_buf_t*, unsigned long, uv_stream_s*)
     24    0.0%    0.0%  T _RAND_get_rand_method
     23    0.0%    0.0%  t v8::internal::Builtin_Impl_ArrayUnshift(v8::internal::BuiltinArguments, v8::internal::Isolate*)
     23    0.0%    0.0%  T v8::internal::Heap::AllocateFixedTypedArrayWithExternalPointer(int, v8::internal::ExternalArrayType, void*, v8::internal::PretenureFlag)
     23    0.0%    0.0%  T v8::internal::Factory::NewStringFromUtf8(v8::internal::Vector<char const>, v8::internal::PretenureFlag)
     23    0.0%    0.0%  T _RAND_status
     23    0.0%    0.0%  T _BIO_ctrl
     22    0.0%    0.0%  T v8::internal::Factory::NewFixedTypedArrayWithExternalPointer(int, v8::internal::ExternalArrayType, void*, v8::internal::PretenureFlag)
     22    0.0%    0.0%  T node::Environment::PrintSyncTrace() const
     22    0.0%    0.0%  T _CRYPTO_gcm128_aad
     21    0.0%    0.0%  t _uv__write_req_finish
     21    0.0%    0.0%  T void v8::internal::LookupIterator::Start<false>()
     21    0.0%    0.0%  T __pthread_wqthread
     20    0.0%    0.0%  t node::(anonymous namespace)::ZCtx* node::Unwrap<node::(anonymous namespace)::ZCtx>(v8::Local<v8::Object>)
     20    0.0%    0.0%  t _aesni_encrypt8
     20    0.0%    0.0%  t __pthread_cond_wait
     20    0.0%    0.0%  T v8::internal::Builtins::InvokeApiFunction(v8::internal::Isolate*, bool, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*, v8::internal::Handle<v8::internal::HeapObject>)
     20    0.0%    0.0%  T node::crypto::RandomBytesProcessSync(node::Environment*, node::crypto::RandomBytesRequest*, v8::Local<v8::Value> (*) [2])
     19    0.0%    0.0%  t v8::internal::(anonymous namespace)::Enumerate(v8::internal::Handle<v8::internal::JSReceiver>)
     19    0.0%    0.0%  T v8::internal::Factory::NewRawTwoByteString(int, v8::internal::PretenureFlag)
     18    0.0%    0.0%  t __os_lock_unfair_lock
     18    0.0%    0.0%  T _freopen
     18    0.0%    0.0%  T _engine_table_select
     17    0.0%    0.0%  T v8::Object::Get(v8::Local<v8::Context>, v8::Local<v8::Value>)
     17    0.0%    0.0%  T _EVP_CIPHER_CTX_ctrl
     16    0.0%    0.0%  T _lh_retrieve
     16    0.0%    0.0%  T _EVP_DigestFinal_ex
     15    0.0%    0.0%  T v8::internal::FunctionCallbackArguments::Call(void (*)(v8::FunctionCallbackInfo<v8::Value> const&))
     15    0.0%    0.0%  T v8::HandleScope::CreateHandle(v8::internal::Isolate*, v8::internal::Object*)
     15    0.0%    0.0%  T node::Buffer::HasInstance(v8::Local<v8::Value>)
     15    0.0%    0.0%  T _SHA1_Final
     15    0.0%    0.0%  T _CRYPTO_gcm128_setiv
     14    0.0%    0.0%  t node::AliasedBuffer<double, v8::Float64Array>::AliasedBuffer(node::AliasedBuffer<double, v8::Float64Array> const&)
     14    0.0%    0.0%  t _freelist_insert
     14    0.0%    0.0%  T v8::internal::Runtime_KeyedStoreIC_Slow(int, v8::internal::Object**, v8::internal::Isolate*)
     14    0.0%    0.0%  T v8::base::Thread::GetThreadLocal(int)
     13    0.0%    0.0%  t v8::internal::Builtin_Impl_NumberPrototypeToString(v8::internal::BuiltinArguments, v8::internal::Isolate*)
     13    0.0%    0.0%  t node::TLSWrap* node::Unwrap<node::TLSWrap>(v8::Local<v8::Object>)
     13    0.0%    0.0%  T v8::internal::Map::Update(v8::internal::Handle<v8::internal::Map>)
     13    0.0%    0.0%  T v8::internal::Isolate::FireCallCompletedCallback()
     13    0.0%    0.0%  T v8::HandleScope::HandleScope(v8::Isolate*)
     13    0.0%    0.0%  T node::crypto::RandomBytesWork(uv_work_s*)
     13    0.0%    0.0%  T _EVP_MD_CTX_cleanup
     13    0.0%    0.0%  T _EVP_CIPHER_CTX_flags
     13    0.0%    0.0%  T _CRYPTO_free
     12    0.0%    0.0%  t void node::Buffer::(anonymous namespace)::StringSlice<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&)
     12    0.0%    0.0%  t node::(anonymous namespace)::TimerWrap::Now(v8::FunctionCallbackInfo<v8::Value> const&)
     12    0.0%    0.0%  t char* node::UncheckedRealloc<char>(char*, unsigned long)
     12    0.0%    0.0%  t _int_thread_get
     12    0.0%    0.0%  t __os_lock_unfair_trylock
     12    0.0%    0.0%  T v8::internal::LookupIterator::HolderIsReceiverOrHiddenPrototype() const
     12    0.0%    0.0%  T v8::internal::JSTypedArray::type()
     11    0.0%    0.0%  t node::AliasedBuffer<double, v8::Float64Array>::~AliasedBuffer()
     11    0.0%    0.0%  t _int_thread_get_item
     11    0.0%    0.0%  t _flush_queues
     11    0.0%    0.0%  T v8::internal::Map::TransitionElementsTo(v8::internal::Handle<v8::internal::Map>, v8::internal::ElementsKind)
     11    0.0%    0.0%  T v8::Isolate::SuppressMicrotaskExecutionScope::SuppressMicrotaskExecutionScope(v8::Isolate*)
     11    0.0%    0.0%  T _getattrlist
     11    0.0%    0.0%  T _SHA1_Init
     10    0.0%    0.0%  t node::util::IsAnyArrayBuffer(v8::FunctionCallbackInfo<v8::Value> const&)
     10    0.0%    0.0%  T v8::internal::Runtime_SetGrow(int, v8::internal::Object**, v8::internal::Isolate*)
     10    0.0%    0.0%  T _os_unfair_lock_unlock_no_tsd_4libpthread
     10    0.0%    0.0%  T __kernelrpc_vm_remap
     10    0.0%    0.0%  T _CRYPTO_add_lock
      9    0.0%    0.0%  t _uv__io_feed
      9    0.0%    0.0%  T v8::internal::Runtime_CompileForOnStackReplacement(int, v8::internal::Object**, v8::internal::Isolate*)
      9    0.0%    0.0%  T v8::internal::Runtime::DeleteObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode)
      9    0.0%    0.0%  T v8::Value::IsUint8Array() const
      9    0.0%    0.0%  T node::AsyncWrap::EmitDestroy(node::Environment*, double)
      9    0.0%    0.0%  T _ssl3_write_pending
      9    0.0%    0.0%  T _sendto$NOCANCEL
      8    0.0%    0.0%  T v8::internal::SaveContext::SaveContext(v8::internal::Isolate*)
      8    0.0%    0.0%  T v8::internal::Runtime_TransitionElementsKind(int, v8::internal::Object**, v8::internal::Isolate*)
      8    0.0%    0.0%  T v8::internal::Runtime_ElementsTransitionAndStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      8    0.0%    0.0%  T v8::internal::Runtime_CompileOptimized_NotConcurrent(int, v8::internal::Object**, v8::internal::Isolate*)
      8    0.0%    0.0%  T v8::internal::Object::SetDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>)
