Statistical profiling result from isolate-0x103001400-v8.log, (6927120 ticks, 766593 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     10    0.0%    0.0%  T v8::internal::libc_memset(void*, int, unsigned long)
     10    0.0%    0.0%  T v8::internal::compiler::OperationTyper::NumberSubtract(v8::internal::compiler::Type*, v8::internal::compiler::Type*)
     10    0.0%    0.0%  T v8::internal::compiler::Linkage::GetStubCallDescriptor(v8::internal::Isolate*, v8::internal::Zone*, v8::internal::CallInterfaceDescriptor const&, int, v8::base::Flags<v8::internal::compiler::CallDescriptor::Flag, int>, v8::base::Flags<v8::internal::compiler::Operator::Property, unsigned char>, v8::internal::MachineType, unsigned long, v8::internal::compiler::Linkage::ContextSpecification)
     10    0.0%    0.0%  T v8::internal::compiler::CommonOperatorReducer::ReduceBranch(v8::internal::compiler::Node*)
     10    0.0%    0.0%  T v8::internal::compiler::BytecodeLivenessMap::GetLiveness(int) const
     10    0.0%    0.0%  T v8::internal::WeakHashTable::Put(v8::internal::Handle<v8::internal::WeakHashTable>, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::HeapObject>)
     10    0.0%    0.0%  T v8::internal::Script::GetLineNumber(v8::internal::Handle<v8::internal::Script>, int)
     10    0.0%    0.0%  T v8::internal::MemoryChunk::Initialize(v8::internal::Heap*, unsigned char*, unsigned long, unsigned char*, unsigned char*, v8::internal::Executability, v8::internal::Space*, v8::base::VirtualMemory*)
     10    0.0%    0.0%  T v8::internal::Factory::NewFillerObject(int, bool, v8::internal::AllocationSpace)
     10    0.0%    0.0%  T v8::internal::BaseNameDictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::Add(v8::internal::Handle<v8::internal::NameDictionary>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyDetails, int*)
     10    0.0%    0.0%  T _start_wqthread
      9    0.0%    0.0%  t void v8::internal::SlotSet::Insert<(v8::internal::AccessMode)1>(int)
      9    0.0%    0.0%  t v8::internal::StringComparator::Equals(v8::internal::String*, v8::internal::String*)
      9    0.0%    0.0%  t v8::internal::Handle<v8::internal::SlicedString> v8::internal::Factory::New<v8::internal::SlicedString>(v8::internal::Handle<v8::internal::Map>, v8::internal::AllocationSpace)
      9    0.0%    0.0%  t std::__1::enable_if<(__is_forward_iterator<v8::internal::compiler::Node**>::value) && (is_constructible<v8::internal::compiler::Node*, std::__1::iterator_traits<v8::internal::compiler::Node**>::reference>::value), void>::type std::__1::vector<v8::internal::compiler::Node*, v8::internal::ZoneAllocator<v8::internal::compiler::Node*> >::assign<v8::internal::compiler::Node**>(v8::internal::compiler::Node**, v8::internal::compiler::Node**)
      9    0.0%    0.0%  t non-virtual thunk to v8::internal::PointersUpdatingVisitor::VisitRootPointers(v8::internal::Root, v8::internal::Object**, v8::internal::Object**)
      9    0.0%    0.0%  t _uv__io_feed
      9    0.0%    0.0%  t __szone_default_reader.38
      9    0.0%    0.0%  T v8::internal::compiler::SimplifiedOperatorBuilder::LoadField(v8::internal::compiler::FieldAccess const&)
      9    0.0%    0.0%  T v8::internal::compiler::Operator::Operator(unsigned short, v8::base::Flags<v8::internal::compiler::Operator::Property, unsigned char>, char const*, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)
      9    0.0%    0.0%  T v8::internal::compiler::LoopVariableOptimizer::VisitNode(v8::internal::compiler::Node*)
      9    0.0%    0.0%  T v8::internal::compiler::LoopVariableOptimizer::VisitIf(v8::internal::compiler::Node*, bool)
      9    0.0%    0.0%  T v8::internal::compiler::JSContextSpecialization::Reduce(v8::internal::compiler::Node*)
      9    0.0%    0.0%  T v8::internal::compiler::BytecodeGraphBuilder::ExitThenEnterExceptionHandlers(int)
      9    0.0%    0.0%  T v8::internal::StoreBuffer::StoreBufferOverflow(v8::internal::Isolate*)
      9    0.0%    0.0%  T v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      9    0.0%    0.0%  T v8::internal::NewSpace::ResetAllocationInfo()
      9    0.0%    0.0%  T v8::internal::MarkCompactCollector::EmptyMarkingWorklist()
      9    0.0%    0.0%  T v8::internal::LayoutDescriptorHelper::IsTagged(int, int, int*)
      9    0.0%    0.0%  T v8::internal::IncrementalMarking::StartMarking()
      9    0.0%    0.0%  T v8::internal::IncrementalMarking::Hurry()
      9    0.0%    0.0%  T v8::internal::HeapObject::IterateBody(v8::internal::InstanceType, int, v8::internal::ObjectVisitor*)
      9    0.0%    0.0%  T v8::internal::Heap::CollectGarbage(v8::internal::AllocationSpace, v8::internal::GarbageCollectionReason, v8::GCCallbackFlags)
      9    0.0%    0.0%  T v8::internal::FixedArray::Shrink(int)
      9    0.0%    0.0%  T v8::internal::ExitFrame::ComputeCallerState(v8::internal::StackFrame::State*) const
      9    0.0%    0.0%  T v8::internal::CancelableTaskManager::TryAbort(unsigned long long)
      9    0.0%    0.0%  T v8::internal::AllSpaces::next()
      9    0.0%    0.0%  T v8::Value::IsUint8Array() const
      9    0.0%    0.0%  T _uv_timer_start
      9    0.0%    0.0%  T _ssl3_write_pending
      9    0.0%    0.0%  T _bn_mul_mont
      9    0.0%    0.0%  T _SSL_get_error
      8    0.0%    0.0%  t void v8::internal::BodyDescriptorBase::IterateBodyImpl<v8::internal::RecordMigratedSlotVisitor>(v8::internal::HeapObject*, int, int, v8::internal::RecordMigratedSlotVisitor*)
      8    0.0%    0.0%  t void std::__1::vector<v8::internal::compiler::Node*, v8::internal::ZoneAllocator<v8::internal::compiler::Node*> >::__push_back_slow_path<v8::internal::compiler::Node* const&>(v8::internal::compiler::Node* const&&&)
      8    0.0%    0.0%  t void std::__1::vector<int, v8::internal::ZoneAllocator<int> >::__push_back_slow_path<int>(int&&)
      8    0.0%    0.0%  t void std::__1::__tree_balance_after_insert<std::__1::__tree_node_base<void*>*>(std::__1::__tree_node_base<void*>*, std::__1::__tree_node_base<void*>*)
      8    0.0%    0.0%  t v8::internal::MarkCompactCollector::RootMarkingVisitor::VisitRootPointer(v8::internal::Root, v8::internal::Object**)
      8    0.0%    0.0%  t v8::internal::ConsString* v8::internal::String::VisitFlat<v8::internal::StringComparator::State>(v8::internal::StringComparator::State*, v8::internal::String*, int)
      8    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::TryTransitionResultArrayToPacked(v8::internal::Handle<v8::internal::JSArray>)
      8    0.0%    0.0%  t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      8    0.0%    0.0%  T v8::internal::compiler::ZoneStats::ReturnZone(v8::internal::Zone*)
      8    0.0%    0.0%  T v8::internal::compiler::Type::NewConstant(v8::internal::Handle<v8::internal::Object>, v8::internal::Zone*)
      8    0.0%    0.0%  T v8::internal::compiler::SimplifiedOperatorBuilder::StoreField(v8::internal::compiler::FieldAccess const&)
      8    0.0%    0.0%  T v8::internal::compiler::JSInliner::ReduceJSCall(v8::internal::compiler::Node*)
      8    0.0%    0.0%  T v8::internal::TransitionsAccessor::SearchHandler(v8::internal::Name*, v8::internal::Handle<v8::internal::Map>*)
      8    0.0%    0.0%  T v8::internal::StoreBuffer::FlipStoreBuffers()
      8    0.0%    0.0%  T v8::internal::PauseAllocationObserversScope::~PauseAllocationObserversScope()
      8    0.0%    0.0%  T v8::internal::PagedSpace::ResetFreeListStatistics()
      8    0.0%    0.0%  T v8::internal::PagedSpace::RawSlowAllocateRaw(int)
      8    0.0%    0.0%  T v8::internal::PagedSpace::AddPage(v8::internal::Page*)
      8    0.0%    0.0%  T v8::internal::MarkCompactCollector::IsUnmarkedHeapObject(v8::internal::Object**)
      8    0.0%    0.0%  T v8::internal::IncrementalMarking::DeactivateIncrementalWriteBarrier()
      8    0.0%    0.0%  T v8::internal::IC::IsTransitionOfMonomorphicTarget(v8::internal::Map*, v8::internal::Map*)
      8    0.0%    0.0%  T v8::internal::Heap::GarbageCollectionPrologue()
      8    0.0%    0.0%  T v8::internal::GCTracer::ScavengeSpeedInBytesPerMillisecond(v8::internal::ScavengeSpeedMode) const
      8    0.0%    0.0%  T v8::internal::FieldType::Any(v8::internal::Isolate*)
      8    0.0%    0.0%  T v8::internal::Factory::NewCode(v8::internal::CodeDesc const&, unsigned int, v8::internal::Handle<v8::internal::Object>, bool, int)
      8    0.0%    0.0%  T v8::internal::Code::WeakCellFor(v8::internal::Handle<v8::internal::Code>)
      8    0.0%    0.0%  T v8::internal::Builtin_JsonParse(int, v8::internal::Object**, v8::internal::Isolate*)
      8    0.0%    0.0%  T v8::base::hash_value(unsigned long)
      8    0.0%    0.0%  T v8::base::RecursiveMutex::Unlock()
      8    0.0%    0.0%  T v8::ArrayBuffer::Allocator::Free(void*, unsigned long, v8::ArrayBuffer::Allocator::AllocationMode)
      8    0.0%    0.0%  T node::NodePlatform::IdleTasksEnabled(v8::Isolate*)
      8    0.0%    0.0%  T _uv_close
      8    0.0%    0.0%  T _mach_vm_map
      8    0.0%    0.0%  T _free
      8    0.0%    0.0%  T __pthread_qos_class_encode
      8    0.0%    0.0%  T _SSL_state
      7    0.0%    0.0%  t void v8::internal::LocalArrayBufferTracker::Free<void v8::internal::ArrayBufferTracker::FreeDead<v8::internal::MajorNonAtomicMarkingState>(v8::internal::Page*, v8::internal::MajorNonAtomicMarkingState*)::'lambda'(v8::internal::JSArrayBuffer*)>(v8::internal::MajorNonAtomicMarkingState)
      7    0.0%    0.0%  t v8::internal::Space::CommittedMemory()
      7    0.0%    0.0%  t v8::internal::ProfilingMigrationObserver::Move(v8::internal::AllocationSpace, v8::internal::HeapObject*, v8::internal::HeapObject*, int)
      7    0.0%    0.0%  t v8::internal::PagedSpace::Size()
      7    0.0%    0.0%  t v8::internal::LookupIterator::State v8::internal::LookupIterator::LookupInSpecialHolder<false>(v8::internal::Map*, v8::internal::JSReceiver*)
      7    0.0%    0.0%  t v8::internal::EvacuateNewSpaceVisitor::Visit(v8::internal::HeapObject*, int)
      7    0.0%    0.0%  t v8::internal::CompactionSpace::is_local()
      7    0.0%    0.0%  t v8::base::TemplateHashMapImpl<void*, void*, v8::base::HashEqualityThenKeyMatcher<void*, bool (*)(void*, void*)>, v8::internal::ZoneAllocationPolicy>::Resize(v8::internal::ZoneAllocationPolicy)
      7    0.0%    0.0%  t unsigned long node::base64_decode_fast<unsigned short>(char*, unsigned long, unsigned short const*, unsigned long, unsigned long)
      7    0.0%    0.0%  t std::__1::vector<v8::internal::compiler::Node*, v8::internal::ZoneAllocator<v8::internal::compiler::Node*> >::insert(std::__1::__wrap_iter<v8::internal::compiler::Node* const*>, unsigned long, v8::internal::compiler::Node* const&)
      7    0.0%    0.0%  t node::crypto::RandomBytesRequest::~RandomBytesRequest()
      7    0.0%    0.0%  t node::(anonymous namespace)::TimerWrap::Start(v8::FunctionCallbackInfo<v8::Value> const&)
      7    0.0%    0.0%  t __pthread_body
      7    0.0%    0.0%  T v8::internal::compiler::CommonOperatorReducer::ReducePhi(v8::internal::compiler::Node*)
      7    0.0%    0.0%  T v8::internal::compiler::BytecodeLiveness::BytecodeLiveness(int, v8::internal::Zone*)
      7    0.0%    0.0%  T v8::internal::compiler::BytecodeGraphBuilder::Environment::Merge(v8::internal::compiler::BytecodeGraphBuilder::Environment*, v8::internal::compiler::BytecodeLivenessState const*)
      7    0.0%    0.0%  T v8::internal::compiler::BytecodeGraphBuilder::Environment::LookupRegister(v8::internal::interpreter::Register) const
      7    0.0%    0.0%  T v8::internal::TransitionsAccessor::UpdateHandler(v8::internal::Name*, v8::internal::Object*)
      7    0.0%    0.0%  T v8::internal::StandardFrame::ComputeCallerState(v8::internal::StackFrame::State*) const
      7    0.0%    0.0%  T v8::internal::Script::InitLineEnds(v8::internal::Handle<v8::internal::Script>)
      7    0.0%    0.0%  T v8::internal::Runtime_AllocateInNewSpace(int, v8::internal::Object**, v8::internal::Isolate*)
      7    0.0%    0.0%  T v8::internal::Object::OptimalType(v8::internal::Isolate*, v8::internal::Representation)
      7    0.0%    0.0%  T v8::internal::MapUpdater::TryRecofigureToDataFieldInplace()
      7    0.0%    0.0%  T v8::internal::Map::EquivalentToForTransition(v8::internal::Map const*) const
      7    0.0%    0.0%  T v8::internal::Map::CopyDropDescriptors(v8::internal::Handle<v8::internal::Map>)
      7    0.0%    0.0%  T v8::internal::LookupIterator::ForTransitionHandler(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::MaybeHandle<v8::internal::Object>, v8::internal::Handle<v8::internal::Map>)
      7    0.0%    0.0%  T v8::internal::Logger::CodeCreateEvent(v8::internal::CodeEventListener::LogEventsAndTags, v8::internal::AbstractCode*, v8::internal::SharedFunctionInfo*, v8::internal::Name*, int, int)
      7    0.0%    0.0%  T v8::internal::LargeObjectSpace::FindPage(unsigned char*)
      7    0.0%    0.0%  T v8::internal::Isolate::IsIsConcatSpreadableLookupChainIntact()
      7    0.0%    0.0%  T v8::internal::IncrementalMarking::RetainMaps()
      7    0.0%    0.0%  T v8::internal::IncrementalMarking::RecordWriteSlow(v8::internal::HeapObject*, v8::internal::Object**, v8::internal::Object*)
      7    0.0%    0.0%  T v8::internal::Histogram::AddSample(int)
      7    0.0%    0.0%  T v8::internal::Heap::MergeAllocationSitePretenuringFeedback(std::__1::unordered_map<v8::internal::AllocationSite*, unsigned long, std::__1::hash<v8::internal::AllocationSite*>, std::__1::equal_to<v8::internal::AllocationSite*>, std::__1::allocator<std::__1::pair<v8::internal::AllocationSite* const, unsigned long> > > const&)
      7    0.0%    0.0%  T v8::internal::Heap::Contains(v8::internal::HeapObject*)
      7    0.0%    0.0%  T v8::internal::BytecodeArray::MakeOlder()
      7    0.0%    0.0%  T node::TTYWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
      7    0.0%    0.0%  T node::StringBytes::Encode(v8::Isolate*, char const*, unsigned long, node::encoding, v8::Local<v8::Value>*)
      7    0.0%    0.0%  T ___gdtoa
      7    0.0%    0.0%  T _EVP_MD_CTX_test_flags
      6    0.0%    0.0%  t v8::internal::ScavengingTask::~ScavengingTask()
      6    0.0%    0.0%  t v8::internal::Scavenger::EvacuateThinString(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::ThinString*, int)
      6    0.0%    0.0%  t v8::internal::JSObject::FastPropertyAtPut(v8::internal::FieldIndex, v8::internal::Object*)
      6    0.0%    0.0%  t v8::internal::AggregatedMemoryHistogram<v8::internal::Histogram>::AddSample(double, double)
      6    0.0%    0.0%  t sha512_block_data_order_avx2
      6    0.0%    0.0%  t node::TaskQueue<v8::Task>::Push(v8::Task*)
      6    0.0%    0.0%  t node::RunForegroundTask(v8::Task*)
      6    0.0%    0.0%  t node::ArrayBufferAllocator::Free(void*, unsigned long)
      6    0.0%    0.0%  T v8::internal::interpreter::Interpreter::IterateDispatchTable(v8::internal::RootVisitor*)
      6    0.0%    0.0%  T v8::internal::interpreter::BytecodeArrayAccessor::GetIndexOperand(int) const
      6    0.0%    0.0%  T v8::internal::compiler::Type::Min()
      6    0.0%    0.0%  T v8::internal::compiler::Type::Max()
      6    0.0%    0.0%  T v8::internal::compiler::NodeProperties::ReplaceFrameStateInput(v8::internal::compiler::Node*, v8::internal::compiler::Node*)
      6    0.0%    0.0%  T v8::internal::compiler::Node::TrimInputCount(int)
      6    0.0%    0.0%  T v8::internal::compiler::JSTypedLowering::ReduceJSCall(v8::internal::compiler::Node*)
      6    0.0%    0.0%  T v8::internal::compiler::JSNativeContextSpecialization::ReduceNamedAccessFromNexus(v8::internal::compiler::Node*, v8::internal::compiler::Node*, v8::internal::FeedbackNexus const&, v8::internal::Handle<v8::internal::Name>, v8::internal::compiler::AccessMode, v8::internal::LanguageMode)
      6    0.0%    0.0%  T v8::internal::compiler::JSGraph::Constant(int)
      6    0.0%    0.0%  T v8::internal::compiler::JSCreateLowering::Reduce(v8::internal::compiler::Node*)
      6    0.0%    0.0%  T v8::internal::compiler::CommonOperatorBuilder::StateValues(int, v8::internal::compiler::SparseInputMask)
      6    0.0%    0.0%  T v8::internal::compiler::CodeGenerator::FinalizeCode()
      6    0.0%    0.0%  T v8::internal::compiler::BytecodeGraphBuilder::VisitBytecodes()
      6    0.0%    0.0%  T v8::internal::compiler::BytecodeGraphBuilder::BuildLoopHeaderEnvironment(int)
      6    0.0%    0.0%  T v8::internal::compiler::BitsetType::Lub(v8::internal::Object*)
      6    0.0%    0.0%  T v8::internal::ParseInfo::ParseInfo(v8::internal::Handle<v8::internal::SharedFunctionInfo>)
      6    0.0%    0.0%  T v8::internal::MarkCompactCollector::ClearFullMapTransitions()
      6    0.0%    0.0%  T v8::internal::LayoutDescriptor::ShareAppend(v8::internal::Handle<v8::internal::Map>, v8::internal::PropertyDetails)
